ItemNo,Item Status,ItemName,Material,PatentInfo,CatalogDescription,MaterialDescPatent,ColorList,CatalogSize,ImprintTextAll,PackagingAndWeight,PackagingDetails,CatalogWeight,Disclaimers,Batteries,CatalogRuncharges,PriceQtyCol1,PriceQtyCol2,PriceQtyCol3,PriceQtyCol4,PriceQtyCol5,PriceUSCol1,PriceUSCol2,PriceUSCol3,PriceUSCol4,PriceUSCol5
HL-107,New,87-oz. Sand Pail,Plastic,,87-ounce sand pail is made with premium materials. Excellent for packing with goodies.  Includes handle.  Made in USA. Optional shovel & decorated lid available.  Offset decoration also available.  Contact factory or visit website for further details.,Plastic. 87-ounce sand pail is made with premium materials. Excellent for packing with goodies.  Includes handle.  Made in USA. Optional shovel & decorated lid available.  Offset decoration also available.  Contact factory or visit website for further details.,"Blue, Orange, Purple, Red, Teal, White or Yellow","7.312"" H x 6.25"" D, 87 oz.","ColorPrint one side only: 4-1/4"" H x 6"" W
ColorPrint per side: 4-1/4"" H x 6"" W (1 color only)
ColorPrint: 4-1/4"" H x 15"" W (wrap, 1 color only)
Offset one side only: 4-1/4"" H x 6"" W
Offset per side: 4-1/4"" H x 6"" W (1 color only)
Offset: 4-1/4"" H x 15"" W (wrap, 1 color only)","Bulk Packed / 90 lbs. per case of 125
Run Charge: Level 1
Must specify handle color or White will be used as default.  Optional Shovels available at $0.25 (G) each.  Handles and Optional Shovels are available in: White, Red, Blue or Black.",Bulk Packed,Bulk Packed / 90 lbs. per case of 125,"Must specify handle color or White will be used as default.  Optional Shovels available at $0.25 (G) each.  Handles and Optional Shovels are available in: White, Red, Blue or Black.",, Level 1,250,500,1000,2500,5000,1.85 ,1.80 ,1.75 ,1.70 ,1.65 
HL-110,New,32-oz. Casino Stadium Cup,Plastic,,"32-ounce Casino Cup is great for beverages, casino cups & coins.  Made in USA. BPA-Free.  Offset decoration also available.  Contact factory or visit website for further details.","Plastic. 32-ounce Casino Cup is great for beverages, casino cups & coins.  Made in USA. BPA-Free.  Offset decoration also available.  Contact factory or visit website for further details.","Black, Blue, Granite, Green, Lime Green, Natural, Neon Green, Neon Orange, Neon Pink, Neon Purple, Neon Yellow, Orange, Process Blue, Purple, Red, Teal, White or Yellow","5.25"" H x 4.5"" D, 32 oz.","ColorPrint one side only: 3-1/2"" H x 4-1/2"" W
ColorPrint per side: 3-1/2"" H x 4-1/2"" W (1 color only)
ColorPrint: 3-1/2"" H x 11-3/4"" W (wrap, 1 color only)
Offset one side only: 3-1/2"" H x 4-1/2"" W
Offset per side: 3-1/2"" H x 4-1/2"" W (1 color only)
Offset: 3-1/2"" H x 11-3/4"" W (wrap, 1 color only)","Bulk Packed / 50 lbs. per case of 400
Run Charge: Level 1",Bulk Packed,Bulk Packed / 50 lbs. per case of 400,,, Level 1,250,500,1000,2500,5000,0.95 ,0.90 ,0.85 ,0.75 ,0.65 
HL-124,New,32-oz. Glow-in-the-Dark Pail,Plastic,,"32-ounce Glow-In-The-Dark bucket is excellent for packing with fun goodies.  For best glow effect, charge under direct light.  Includes handle. Made in USA.  Optional shovel & decorated lid available. Offset decoration also available.  Contact factory or visit website for further details.","Plastic. 32-ounce Glow-In-The-Dark bucket is excellent for packing with fun goodies.  For best glow effect, charge under direct light.  Includes handle. Made in USA.  Optional shovel & decorated lid available. Offset decoration also available.  Contact factory or visit website for further details.",Glow,"5.25"" H x 4.5"" D, 32 oz.","ColorPrint one side only: 3-1/2"" H x 4-1/2"" W
ColorPrint per side: 3-1/2"" H x 4-1/2"" W (1 color only)
ColorPrint: 3-1/2"" H x 11-3/4"" W (wrap, 1 color only)
Offset one side only: 3-1/2"" H x 4-1/2"" W
Offset per side: 3-1/2"" H x 4-1/2"" W (1 color only)
Offset: 3-1/2"" H x 11-3/4"" W (wrap, 1 color only)","Bulk Packed / 50 lbs. per case of 250
Run Charge: Level 1
Must specify handle color or White will be used as default.  Optional Shovels available at $0.25 (G) each.  Handles and Optional Shovels are available in: White, Red, Blue or Black.",Bulk Packed,Bulk Packed / 50 lbs. per case of 250,"Must specify handle color or White will be used as default.  Optional Shovels available at $0.25 (G) each.  Handles and Optional Shovels are available in: White, Red, Blue or Black.",, Level 1,250,500,1000,2500,5000,1.55 ,1.50 ,1.45 ,1.40 ,1.35 
HL-126,New,64-oz. Glow-in-the-Dark Pail,Plastic,,"64-ounce Glow-In-The-Dark bucket is excellent for packing with fun goodies.  For best glow effect, charge under direct light.  Includes handle. Made in USA.  Optional shovel & decorated lid available. Offset decoration also available.  Contact factory or visit website for further details.","Plastic. 64-ounce Glow-In-The-Dark bucket is excellent for packing with fun goodies.  For best glow effect, charge under direct light.  Includes handle. Made in USA.  Optional shovel & decorated lid available. Offset decoration also available.  Contact factory or visit website for further details.",Glow,"4.75"" H x 6"" D, 64 oz.","ColorPrint one side only: 3"" H x 6"" W
ColorPrint per side: 3"" H x 6"" W (1 color only)
ColorPrint: 3"" H x 15-1/2"" W (wrap, 1 color only)
Offset one side only: 3"" H x 6"" W
Offset per side: 3"" H x 6"" W (1 color only)
Offset: 3"" H x 15-1/2"" W (wrap, 1 color only)","Bulk Packed / 50 lbs. per case of 250
Run Charge: Level 1
Must specify handle color or White will be used as default.  Optional Shovels available at $0.25 (G) each.  Handles and Optional Shovels are available in: White, Red, Blue or Black.",Bulk Packed,Bulk Packed / 50 lbs. per case of 250,"Must specify handle color or White will be used as default.  Optional Shovels available at $0.25 (G) each.  Handles and Optional Shovels are available in: White, Red, Blue or Black.",, Level 1,250,500,1000,2500,5000,1.80 ,1.75 ,1.70 ,1.65 ,1.60 
HL-127,New,87-oz. Glow-in-the-Dark Pail,Plastic,,"87-ounce Glow-In-The-Dark bucket is excellent for packing with fun goodies.  For best glow effect, charge under direct light.  Includes handle. Made in USA.  Optional shovel & decorated lid available. Offset decoration also available.  Contact factory or visit website for further details.","Plastic. 87-ounce Glow-In-The-Dark bucket is excellent for packing with fun goodies.  For best glow effect, charge under direct light.  Includes handle. Made in USA.  Optional shovel & decorated lid available. Offset decoration also available.  Contact factory or visit website for further details.",Glow,"7.312"" H x 6.25"" D, 87 oz.","ColorPrint one side only: 4-1/4"" H x 6"" W
ColorPrint per side: 4-1/4"" H x 6"" W (1 color only)
ColorPrint: 4-1/4"" H x 15"" W (wrap, 1 color only)
Offset one side only: 4-1/4"" H x 6"" W
Offset per side: 4-1/4"" H x 6"" W (1 color only)
Offset: 4-1/4"" H x 15"" W (wrap, 1 color only)","Bulk Packed / 90 lbs. per case of 125
Run Charge: Level 1
Must specify handle color or White will be used as default.  Optional Shovels available at $0.25 (G) each.  Handles and Optional Shovels are available in: White, Red, Blue or Black.",Bulk Packed,Bulk Packed / 90 lbs. per case of 125,"Must specify handle color or White will be used as default.  Optional Shovels available at $0.25 (G) each.  Handles and Optional Shovels are available in: White, Red, Blue or Black.",, Level 1,250,500,1000,2500,5000,2.15 ,2.10 ,2.05 ,2.00 ,1.85 
HL-147,New,87-oz. Recycled Pail,Recycled Plastic,,"87-ounce recycled sand pail is made from post-consumer recycled material. Made in USA. Recycled product color will vary from black to gray, dull to shiny. Material is recycled and color cannot be guaranteed. Imprint colors will darken. (PMS color matching is not available.)","Recycled Plastic. 87-ounce recycled sand pail is made from post-consumer recycled material. Made in USA. Recycled product color will vary from black to gray, dull to shiny. Material is recycled and color cannot be guaranteed. Imprint colors will darken. (PMS color matching is not available.)",Recycled,"7.312"" H x 6.25"" D, 87 oz.","ColorPrint one side only: 4-1/4"" H x 6"" W
ColorPrint per side: 4-1/4"" H x 6"" W (1 color only)
ColorPrint: 4-1/4"" H x 15"" W (wrap, 1 color only)","Bulk Packed / 90 lbs. per case of 125
Run Charge: Level 1
Must specify handle color or White will be used as default.  Optional Shovels available at $0.25 (G) each.  Handles and Optional Shovels are available in: White, Red, Blue or Black.",Bulk Packed,Bulk Packed / 90 lbs. per case of 125,"Must specify handle color or White will be used as default.  Optional Shovels available at $0.25 (G) each.  Handles and Optional Shovels are available in: White, Red, Blue or Black.",, Level 1,250,500,1000,2500,5000,1.75 ,1.60 ,1.55 ,1.50 ,1.45 
HL-16,New,16-oz. Sports Bottle,Plastic,,"16-ounce sports bottle comes in an array of fun colors and your choice of lid: push-pull, super sipper or straw with tethered-tip. Must specify bottle color as well as lid type & color.  Lid and bottle colors may vary/may not match.  Contrasting colors recommended. Made in USA. BPA-Free. ","Plastic. 16-ounce sports bottle comes in an array of fun colors and your choice of lid: push-pull, super sipper or straw with tethered-tip. Must specify bottle color as well as lid type & color.  Lid and bottle colors may vary/may not match.  Contrasting colors recommended. Made in USA. BPA-Free. ","Black, Blue, Granite, Green, Orange, Pink, Red or Yellow","7.625"" H x 2.75"" D, 16 oz.","ColorPrint per side: 4-1/2"" H x 3"" W","Bulk Packed / 43 lbs. per case of 100
Run Charge: Level 1
Must specify bottle color, lid style & lid color.  Bottles ship assembled.",Bulk Packed,Bulk Packed / 43 lbs. per case of 100,"Must specify bottle color, lid style & lid color.  Bottles ship assembled.",, Level 1,250,500,1000,2500,5000,1.47 ,1.42 ,1.38 ,1.25 ,1.14 
HL-16DP,New,Direct Process 16-oz. Sports Bottle,Plastic,,"Direct Process-printed, 16-ounce sports bottle comes with your choice of lid: push-pull, super sipper or straw with tethered-tip. Must specify bottle color, as well as lid type & color.  Lid and bottle colors may vary/may not match.  Contrasting colors recommended. Made in USA. BPA-Free.","Plastic. Direct Process-printed, 16-ounce sports bottle comes with your choice of lid: push-pull, super sipper or straw with tethered-tip. Must specify bottle color, as well as lid type & color.  Lid and bottle colors may vary/may not match.  Contrasting colors recommended. Made in USA. BPA-Free.",Natural or White,"7.625"" H x 2.75"" D, 16 oz.","Direct Process per side: 4-1/2"" H x 3"" W","Bulk Packed / 43 lbs. per case of 100
Run Charge: Level 1
Must specify bottle color, lid style & lid color.  Bottles ship assembled.",Bulk Packed,Bulk Packed / 43 lbs. per case of 100,"Must specify bottle color, lid style & lid color.  Bottles ship assembled.",, Level 1,1000,1750,2500,3750,5000,1.90 ,1.85 ,1.80 ,1.78 ,1.75 
HL-16NW,New,16-oz. Sports Bottle - Natural/White,Plastic,,"16-ounce, Natural or White sports bottle with your choice of lid: push-pull, super sipper or straw with tethered-tip. Must specify bottle color, as well as lid type & color.  Lid and bottle colors may vary/may not match.  Contrasting colors recommended.  Offset decoration also available.  Contact factory or visit website for further details. Made in USA. BPA-Free.","Plastic. 16-ounce, Natural or White sports bottle with your choice of lid: push-pull, super sipper or straw with tethered-tip. Must specify bottle color, as well as lid type & color.  Lid and bottle colors may vary/may not match.  Contrasting colors recommended.  Offset decoration also available.  Contact factory or visit website for further details. Made in USA. BPA-Free.",Natural or White,"7.625"" H x 2.75"" D, 16 oz.","ColorPrint per side: 4-1/2"" H x 3"" W","Bulk Packed / 43 lbs. per case of 100
Run Charge: Level 1
Must specify bottle color, lid style & lid color.  Bottles ship assembled.",Bulk Packed,Bulk Packed / 43 lbs. per case of 100,"Must specify bottle color, lid style & lid color.  Bottles ship assembled.",, Level 1,250,500,1000,2500,5000,1.23 ,1.16 ,1.09 ,1.02 ,0.95 
HL-22,New,16-oz. Glow Sports Bottle,Plastic,,"16-ounce, Glow-In-The-Dark sports bottle with your choice of lid: push-pull, super sipper or straw with tethered-tip. Must specify lid type & color. For best glow effect, charge under direct light. Offset decoration also available.  Contact factory or visit website for further details. Made in USA. BPA-Free.","Plastic. 16-ounce, Glow-In-The-Dark sports bottle with your choice of lid: push-pull, super sipper or straw with tethered-tip. Must specify lid type & color. For best glow effect, charge under direct light. Offset decoration also available.  Contact factory or visit website for further details. Made in USA. BPA-Free.",Glow,"7.625"" H x 2.75"" D, 16 oz.","ColorPrint per side: 4-1/2"" H x 3"" W","Bulk Packed / 43 lbs. per case of 100
Run Charge: Level 1
Must specify lid style & color.  Bottles ship assembled.",Bulk Packed,Bulk Packed / 43 lbs. per case of 100,Must specify lid style & color.  Bottles ship assembled.,, Level 1,250,500,1000,2500,5000,1.55 ,1.50 ,1.48 ,1.32 ,1.20 
HL-220,New,Monarch Yo-Yo,Plastic,,Monarch Yo-Yo is child-safety tested and includes natural fiber trick string. Yo-yos come in a wide variety of colors. Made in USA. Not recommended for children 5 and under because of skill and coordination required.,Plastic. Monarch Yo-Yo is child-safety tested and includes natural fiber trick string. Yo-yos come in a wide variety of colors. Made in USA. Not recommended for children 5 and under because of skill and coordination required.,"Black, Blue, Red, White or Yellow","1.437"" L x 2.25"" D","ColorPrint per side (1-3/4"" Dia.)","Bulk Packed / 27 lbs. per case of 250
Run Charge: Level 1",Bulk Packed,Bulk Packed / 27 lbs. per case of 250,,, Level 1,250,500,1000,2500,5000,1.90 ,1.80 ,1.75 ,1.58 ,1.42 
HL-28,New,32-oz. Glow Sports Bottle,Plastic,,"32-ounce, Glow-In-The-Dark sports bottle with your choice of lid: push-pull, super sipper or straw with tethered-tip. Must specify lid type & color. For best glow effect, charge under direct light. Offset decoration also available.  Contact factory or visit website for further details. Made in USA. BPA-Free.","Plastic. 32-ounce, Glow-In-The-Dark sports bottle with your choice of lid: push-pull, super sipper or straw with tethered-tip. Must specify lid type & color. For best glow effect, charge under direct light. Offset decoration also available.  Contact factory or visit website for further details. Made in USA. BPA-Free.",Glow,"9.5"" H x 3.25"" D, 32 oz.","ColorPrint per side: 6"" H x 3-1/2"" W","Bulk Packed / 68 lbs. per case of 100
Run Charge: Level 1
Must specify lid style & color.  Bottles ship assembled.",Bulk Packed,Bulk Packed / 68 lbs. per case of 100,Must specify lid style & color.  Bottles ship assembled.,, Level 1,250,500,1000,2500,5000,1.68 ,1.65 ,1.62 ,1.46 ,1.32 
HL-30,New,5-Inch Flyer,Plastic,,"5-inch solid color flyer lets your message soar.  Made of premium materials that will not shatter or break, in addition to being food-contact safe. Made in USA.","Plastic. 5-inch solid color flyer lets your message soar.  Made of premium materials that will not shatter or break, in addition to being food-contact safe. Made in USA.","Black, Blue, Burgundy, Green, Lime Green, Navy Blue, Neon Green, Neon Orange, Neon Pink, Orange, Purple, Red, Teal, White or Yellow","5"" D","ColorPrint (2-5/8"" Dia.)","Bulk Packed / 33 lbs. per case of 500
Run Charge: Level 1",Bulk Packed,Bulk Packed / 33 lbs. per case of 500,,, Level 1,250,500,1000,2500,5000,0.70 ,0.60 ,0.55 ,0.49 ,0.44 
HL-300,New,Lip Balm in a Clip  SPF 15,Plastic Tube with Neoprene Sleeve,,"Tropical-flavored lip balm in a neoprene sleeve clip. Neoprene sleeve available in 13 different colors and can be decorated with a maximum two-color imprint.   Made in USA lip balm features a scratch-resistant, waterproof Tuf Gloss™ label with generic stock logo. SPF-15 protection provides UVA & UVB protection. Rich in Aloe, Vitamin E & PABA-Free. US Patent #D502,311 5.","Plastic Tube with Neoprene Sleeve. Tropical-flavored lip balm in a neoprene sleeve clip. Neoprene sleeve available in 13 different colors and can be decorated with a maximum two-color imprint.   Made in USA lip balm features a scratch-resistant, waterproof Tuf Gloss™ label with generic stock logo. SPF-15 protection provides UVA & UVB protection. Rich in Aloe, Vitamin E & PABA-Free. US Patent #D502,311 5.",Tropical,"2.625"" H x .625"" D","ColorPrint on Neoprene: 1-1/8"" H x 1-1/2"" W","Bulk Packed / 15 lbs. per case of 500
Run Charge: Level 1
Includes Tropical Flavor lip balm and one stock color imprint.  Generic stock label used on lip balm.  Item ships with Lip Balm inserted into Neoprene Sleeve.  Available for shipment within United States (including Alaska, Hawaii & Puerto Rico). Not available for export.",Bulk Packed,Bulk Packed / 15 lbs. per case of 500,"Includes Tropical Flavor lip balm and one stock color imprint.  Generic stock label used on lip balm.  Item ships with Lip Balm inserted into Neoprene Sleeve.  Available for shipment within United States (including Alaska, Hawaii & Puerto Rico). Not available for export.",, Level 1,250,500,1000,2500,5000,1.90 ,1.85 ,1.83 ,1.66 ,1.52 
HL-304,New,2-oz. Gel Sanitizer in a Clip,Plastic Bottle with Neoprene Sleeve,,"2-ounce gel sanitizer includes a neoprene sleeve with convenient carrier clip that attaches to bags and belt loops. Made in USA sanitizer gel is engineered using 62% alcohol and is fully compliant with all relevant FDA / Prop 65 / CPSIA requirements. Neoprene sleeve available in 13 different colors and can be decorated with a maximum two-color imprint. Generic stock labels on bottle. US Patent #D510,479 5.","Plastic Bottle with Neoprene Sleeve. 2-ounce gel sanitizer includes a neoprene sleeve with convenient carrier clip that attaches to bags and belt loops. Made in USA sanitizer gel is engineered using 62% alcohol and is fully compliant with all relevant FDA / Prop 65 / CPSIA requirements. Neoprene sleeve available in 13 different colors and can be decorated with a maximum two-color imprint. Generic stock labels on bottle. US Patent #D510,479 5.","Black, Burgundy, Electric Blue, Forest Green, Lime Green, Navy Blue, Orange, Pink, Purple, Red, Royal Blue, Teal or Yellow","4.125"" H x 1.625"" W x .875"" L, 2 oz.","ColorPrint on Neoprene per side: 1-1/16"" H x 2"" W","Bulk Packed / 18 lbs. per case of 100
Run Charge: Level 1
Item ships with Sanitizer inserted into Neoprene Sleeve. Available for shipment in contiguous US only (shipping to Alaska, Hawaii & Puerto Rico NOT available). Not available for export. See General Information page for additional air shipment charges.",Bulk Packed,Bulk Packed / 18 lbs. per case of 100,"Item ships with Sanitizer inserted into Neoprene Sleeve. Available for shipment in contiguous US only (shipping to Alaska, Hawaii & Puerto Rico NOT available). Not available for export. See General Information page for additional air shipment charges.",, Level 1,250,500,1000,2500,5000,3.10 ,2.95 ,2.90 ,2.60 ,1.99 
HL-305,New,2-oz. Custom Label Gel Sanitizer Clip,Plastic Bottle with Neoprene Sleeve,,"2-ounce gel sanitizer includes a neoprene sleeve with convenient carrier clip that attaches to bags and belt loops. Made in USA sanitizer gel is engineered using 62% alcohol and is fully compliant with all relevant FDA / Prop 65 / CPSIA requirements. Bottle features a scratch-resistant, waterproof Tuf Gloss™ label that can be customized with a four-color process imprint. Choose from a Clear or White label. Neoprene sleeve available in 13 different colors and can also be decorated with a maximum two-color imprint. US Patent #D510,479 5.","Plastic Bottle with Neoprene Sleeve. 2-ounce gel sanitizer includes a neoprene sleeve with convenient carrier clip that attaches to bags and belt loops. Made in USA sanitizer gel is engineered using 62% alcohol and is fully compliant with all relevant FDA / Prop 65 / CPSIA requirements. Bottle features a scratch-resistant, waterproof Tuf Gloss™ label that can be customized with a four-color process imprint. Choose from a Clear or White label. Neoprene sleeve available in 13 different colors and can also be decorated with a maximum two-color imprint. US Patent #D510,479 5.","Black, Burgundy, Electric Blue, Forest Green, Lime Green, Navy Blue, Orange, Pink, Purple, Red, Royal Blue, Teal or Yellow","4.125"" H x 1.625"" W x .875"" L, 2 oz.","Labeling on Sanitizer: 2-1/4"" H x 1-1/16"" W
ColorPrint on Neoprene per side: 15/16"" H x 1-1/4"" W","Bulk Packed / 17 lbs. per case of 250
Run Charge: Level 1
Item ships with Sanitizer inserted into Neoprene Sleeve.  Available for shipment in contiguous US only (shipping to Alaska, Hawaii & Puerto Rico NOT available). Not available for export. See General Information page for additional air shipment charges.",Bulk Packed,Bulk Packed / 17 lbs. per case of 250,"Item ships with Sanitizer inserted into Neoprene Sleeve.  Available for shipment in contiguous US only (shipping to Alaska, Hawaii & Puerto Rico NOT available). Not available for export. See General Information page for additional air shipment charges.",, Level 1,250,500,1000,2500,5000,3.40 ,3.25 ,3.20 ,2.90 ,2.65 
HL-308,New,.5-oz. Gel Sanitizer in a Clip,Plastic Bottle with Neoprene Sleeve,,".5-ounce gel sanitizer includes a neoprene sleeve with convenient carrier clip that attaches to bags and belt loops. Made in USA sanitizer gel is engineered using 62% alcohol and is fully compliant with all relevant FDA / Prop 65 / CPSIA requirements. Neoprene sleeve available in 13 different colors and can be decorated with a maximum two-color imprint. Generic stock labels on bottle. US Patent #D510,479 5.","Plastic Bottle with Neoprene Sleeve. .5-ounce gel sanitizer includes a neoprene sleeve with convenient carrier clip that attaches to bags and belt loops. Made in USA sanitizer gel is engineered using 62% alcohol and is fully compliant with all relevant FDA / Prop 65 / CPSIA requirements. Neoprene sleeve available in 13 different colors and can be decorated with a maximum two-color imprint. Generic stock labels on bottle. US Patent #D510,479 5.","Black, Burgundy, Electric Blue, Forest Green, Lime Green, Navy Blue, Orange, Pink, Purple, Red, Royal Blue, Teal or Yellow","2.75"" H x 1.25"" W x .75"" L, .5 oz.","ColorPrint on Neoprene per side: 9/10"" H x 1-1/4"" W","Bulk Packed / 17 lbs. per case of 250
Run Charge: Level 1
Item ships with Sanitizer inserted into Neoprene Sleeve.  Available for shipment in contiguous US only (shipping to Alaska, Hawaii & Puerto Rico NOT available). Not available for export. See General Information page for additional air shipment charges.",Bulk Packed,Bulk Packed / 17 lbs. per case of 250,"Item ships with Sanitizer inserted into Neoprene Sleeve.  Available for shipment in contiguous US only (shipping to Alaska, Hawaii & Puerto Rico NOT available). Not available for export. See General Information page for additional air shipment charges.",, Level 1,250,500,1000,2500,5000,2.10 ,2.00 ,1.95 ,1.75 ,1.29 
HL-309,New,.5-oz. Custom Label Gel Sanitizer Clip,Plastic Bottle with Neoprene Sleeve,,".5-ounce gel sanitizer includes a neoprene sleeve with convenient carrier clip that attaches to bags and belt loops. Made in USA sanitizer gel is engineered using 62% alcohol and is fully compliant with all relevant FDA / Prop 65 / CPSIA requirements. Bottle features a scratch-resistant, waterproof Tuf Gloss™ label that can be customized with a four-color process imprint. Choose from a Clear or White label. Neoprene sleeve available in 13 different colors and can also be decorated with a maximum two-color imprint. US Patent #D510,479 5.","Plastic Bottle with Neoprene Sleeve. .5-ounce gel sanitizer includes a neoprene sleeve with convenient carrier clip that attaches to bags and belt loops. Made in USA sanitizer gel is engineered using 62% alcohol and is fully compliant with all relevant FDA / Prop 65 / CPSIA requirements. Bottle features a scratch-resistant, waterproof Tuf Gloss™ label that can be customized with a four-color process imprint. Choose from a Clear or White label. Neoprene sleeve available in 13 different colors and can also be decorated with a maximum two-color imprint. US Patent #D510,479 5.","Black, Burgundy, Electric Blue, Forest Green, Lime Green, Navy Blue, Orange, Pink, Purple, Red, Royal Blue, Teal or Yellow","2.75"" H x 1.25"" W x .75"" L, .5 oz.","Labeling on Sanitizer: 1-1/4"" H x 7/8"" W
ColorPrint on Neoprene per side: 15/16"" H x 1-1/4"" W","Bulk Packed / 17 lbs. per case of 250
Run Charge: Level 1
Item ships with Sanitizer inserted into Neoprene Sleeve.  Available for shipment in contiguous US only (shipping to Alaska, Hawaii & Puerto Rico NOT available). Not available for export. See General Information page for additional air shipment charges.",Bulk Packed,Bulk Packed / 17 lbs. per case of 250,"Item ships with Sanitizer inserted into Neoprene Sleeve.  Available for shipment in contiguous US only (shipping to Alaska, Hawaii & Puerto Rico NOT available). Not available for export. See General Information page for additional air shipment charges.",, Level 1,250,500,1000,2500,5000,2.40 ,2.30 ,2.25 ,2.00 ,1.80 
HL-310,New,Card and Key Pouch on a Clip,Neoprene,,"Durable neoprene holder that is useful for carrying coins, extra keys, credit cards and more.  Features a key clip that conveniently attaches to bags or belt loops, this practical pouch makes it simple to keep with you whenever youre on the go! Neoprene available in 13 different colors and customizable with one-color imprint.'","Neoprene. Durable neoprene holder that is useful for carrying coins, extra keys, credit cards and more.  Features a key clip that conveniently attaches to bags or belt loops, this practical pouch makes it simple to keep with you whenever youre on the go! Neoprene available in 13 different colors and customizable with one-color imprint.'","Black, Burgundy, Electric Blue, Forest Green, Lime Green, Navy Blue, Orange, Pink, Purple, Red, Royal Blue, Teal or Yellow","2.25"" H x 3.625"" W x .25"" L","ColorPrint: 1-5/8"" H x 3"" W","Bulk Packed / 10 lbs. per case of 250
Run Charge: Level 1",Bulk Packed,Bulk Packed / 10 lbs. per case of 250,,, Level 1,250,500,1000,2500,5000,3.50 ,3.40 ,3.35 ,2.80 ,2.50 
HL-313,New,1-oz. Gel Sanitizer in a Clip,Plastic Bottle with Neoprene Sleeve,,"1-ounce gel sanitizer includes a neoprene sleeve with convenient carrier clip that attaches to bags and belt loops. Made in USA sanitizer gel is engineered using 62% alcohol and is fully compliant with all relevant FDA / Prop 65 / CPSIA requirements. Neoprene sleeve available in 13 different colors and can be decorated with a maximum two-color imprint. Generic stock labels on bottle. US Patent #D510,479 5.","Plastic Bottle with Neoprene Sleeve. 1-ounce gel sanitizer includes a neoprene sleeve with convenient carrier clip that attaches to bags and belt loops. Made in USA sanitizer gel is engineered using 62% alcohol and is fully compliant with all relevant FDA / Prop 65 / CPSIA requirements. Neoprene sleeve available in 13 different colors and can be decorated with a maximum two-color imprint. Generic stock labels on bottle. US Patent #D510,479 5.","Black, Burgundy, Electric Blue, Forest Green, Lime Green, Navy Blue, Orange, Pink, Purple, Red, Royal Blue, Teal or Yellow","3.437"" H x 1.312"" W x .75"" L, 1 oz.","ColorPrint on Neoprene per side: 81/100"" H x 1-5/8"" W","Bulk Packed / 18 lbs. per case of 125
Run Charge: Level 1
Item ships with Sanitizer inserted into Neoprene Sleeve.  Available for shipment in contiguous US only (shipping to Alaska, Hawaii & Puerto Rico NOT available). Not available for export. See General Information page for additional air shipment charges.",Bulk Packed,Bulk Packed / 18 lbs. per case of 125,"Item ships with Sanitizer inserted into Neoprene Sleeve.  Available for shipment in contiguous US only (shipping to Alaska, Hawaii & Puerto Rico NOT available). Not available for export. See General Information page for additional air shipment charges.",, Level 1,250,500,1000,2500,5000,2.60 ,2.45 ,2.40 ,2.15 ,1.85 
