Item #,Category,Name,Color,Description,Length,Height,Width,Diameter,Fabric/Material,Code,Min Qty,US Min Price,CDN Min Price,2nd Qty,US 2nd Price,CDN 2nd Price,3rd Qty,US 3rd Price,CDN 3rd Price,EQP Qty,US EQP Price,CDN EQP Price,Price Valid Through,Print,Embroider,Deboss/Emboss,Logomagic,Patch,Gemphoto/Heat Transfers,Laser Engrave,Personalization,Weight Per Carton Lbs,Quantity Per Box,Carton Dimensions
8490,"Gifts, Women's",Lexi Wristlet Wallet,Shiny Black Patent,"^A cute and convenient way to carry your essentials for a day or night out^Zippered compartment ideal for storing a smart phone^Snap wallet compartment with interior zippered change pocket, currency pocket and five card slots^Wristlet strap^Front pocket^Stylish interior lining for added appeal^2 piece gift box included^Meets NFL Guidelines",6.13,3.75,1.38,0,Simulated Leather,R,25,6.98,10.16,,,,,,,25,6.98,10.16,3/31/2015 0:00:00,Spine top front pocket center 2.5W 1.25H,,Spine top front pocket center 3W 1.25H,,,,,,17,35,23 x 17 x 6
8491,"Gifts, Women's",Lexi Wristlet Wallet,Turquoise,"^A cute and convenient way to carry your essentials for a day or night out^Zippered compartment ideal for storing a smart phone^Snap wallet compartment with interior zippered change pocket, currency pocket and five card slots^Wristlet strap^Front pocket^Stylish interior lining for added appeal^2 piece gift box included^Meets NFL Guidelines",6.13,3.75,1.38,0,Simulated Leather,R,25,6.98,10.16,,,,,,,25,6.98,10.16,3/31/2015 0:00:00,Spine top front pocket center 2.5W 1.25H,,Spine top front pocket center 3W 1.25H,,,,,,17,35,23 x 17 x 6
8491R1,"Gifts, Women's",Lexi Wristlet Wallet,Turquoise,"^***Factory seconds - catalog item with minor flaws, please contact your customer service representative for more details^ ***50% off EQP while supplies last^A cute and convenient way to carry your essentials for a day or night out^Zippered compartment ideal for storing a smart phone^Snap wallet compartment with interior zippered change pocket, currency pocket and five card slots^Wristlet strap^Front pocket^Stylish interior lining for added appeal^2 piece gift box included^Meets NFL Guidelines",6.13,3.75,1.38,0,Simulated Leather,R,25,7.49,10.24,,,,,,,25,7.49,10.24,6/30/2014 0:00:00,Spine top front pocket center 2.5W 1.25H,,Spine top front pocket center 3W 1.25H,,,,,,17,35,23 x 17 x 6
8492,"Gifts, Women's",Lexi Wristlet Wallet,Santa Fe Red,"^A cute and convenient way to carry your essentials for a day or night out^Zippered compartment ideal for storing a smart phone^Snap wallet compartment with interior zippered change pocket, currency pocket and five card slots^Wristlet strap^Front pocket^Stylish interior lining for added appeal^2 piece gift box included^Meets NFL Guidelines",6.13,3.75,1.38,0,Simulated Leather,R,25,6.98,10.16,,,,,,,25,6.98,10.16,3/31/2015 0:00:00,Spine top front pocket center 2.5W 1.25H,,Spine top front pocket center 3W 1.25H,,,,,,17,35,23 x 17 x 6
8493,"Gifts, Women's",Lexi Wristlet Wallet,Kelly Green,"^A cute and convenient way to carry your essentials for a day or night out^Zippered compartment ideal for storing a smart phone^Snap wallet compartment with interior zippered change pocket, currency pocket and five card slots^Wristlet strap^Front pocket^Stylish interior lining for added appeal^2 piece gift box included^Meets NFL Guidelines",6.13,3.75,1.38,0,Simulated Leather,R,25,6.98,10.16,,,,,,,25,6.98,10.16,3/31/2015 0:00:00,Spine top front pocket center 2.5W 1.25H,,Spine top front pocket center 3W 1.25H,,,,,,17,35,23 x 17 x 6
8494,"Gifts, Women's",Lexi Wristlet Wallet,White,"^A cute and convenient way to carry your essentials for a day or night out^Zippered compartment ideal for storing a smart phone^Snap wallet compartment with interior zippered change pocket, currency pocket and five card slots^Wristlet strap^Front pocket^Stylish interior lining for added appeal^2 piece gift box included^Meets NFL Guidelines",6.13,3.75,1.38,0,Simulated Leather,R,25,6.98,10.16,,,,,,,25,6.98,10.16,3/31/2015 0:00:00,Spine top front pocket center 2.5W 1.25H,,Spine top front pocket center 3W 1.25H,,,,,,17,35,23 x 17 x 6
8495,"Women's, Gifts, Technology, Tablet Accessories",Nika Crossbody Tablet Case,Black/Natural Tribal Pattern,"^Trendy, tribal print tablet case by day converts to a chic clutch by night^Flap-over top fastens with magnetic closure^Top zippered accessory compartment with stylus loop^Zippered, padded tablet compartment with satin lining^Detachable 44.5â€ crossbody strap^Gift pouch included^Fits up to 10"" tablet",10.5,8.75,0.5,0,Cotton/Simulated Leather,R,25,9.98,12.55,,,,,,,25,9.98,12.55,12/31/2015 0:00:00,Front pocket center 6W 2H,,Front pocket center 5W 2H,,,,,,26,45,19 x 15 x 16
8498,"Women's, Gifts",Lola Clutch Wallet,Black,"^Interior pocket accomodates the iPhone 6 and iPhone 6 Plus ^Leatherette ^ The clutch wallet that will carry you from daytime errands to evenings out on the town ^ Clutch features a hand strap for easy, elegant carrying ^ Snap wallet closure ^ Main compartment with interior zippered change pocket and three card slots ^ Interior compartment ideal for storing a smartphone ^ Back pocket sized to fit a check book ^ PVC free ^ 2 piece gift box included",7,4.25,1.25,0,Leatherette,PQ2R,25,20.75,27.48,50,17.75,23.75,100,15.48,20.75,300,14.98,19.98,12/31/2015 0:00:00,Spine Top Front Panel Center 3.5W 1.25H (one color max) Spine Bottom Back Pocket Center 3.5W 1.25H (one color max),,Spine Top Front Panel Center 3.5W 1H,,,,,,29,46,24 x 16 x 11
8499,"Women's, Gifts",Lola Clutch Wallet,Deep Turquoise,"^Interior pocket accomodates the iPhone 6 and iPhone 6 Plus ^Leatherette ^ The clutch wallet that will carry you from daytime errands to evenings out on the town ^ Clutch features a hand strap for easy, elegant carrying ^ Snap wallet closure ^ Main compartment with interior zippered change pocket and three card slots ^ Interior compartment ideal for storing a smartphone ^ Back pocket sized to fit a check book ^ PVC free ^ 2 piece gift box included",7,4.25,1.25,0,Leatherette,PQ2R,25,20.75,27.48,50,17.75,23.75,100,15.48,20.75,300,14.98,19.98,12/31/2015 0:00:00,Spine Top Front Panel Center 3.5W 1.25H (one color max) Spine Bottom Back Pocket Center 3.5W 1.25H (one color max),,Spine Top Front Panel Center 3.5W 1H,,,,,,29,46,24 x 16 x 11
8500,"Women's, Gifts",Lola Clutch Wallet,Strawberry Sorbet,"^Interior pocket accomodates the iPhone 6 and iPhone 6 Plus ^Leatherette ^ The clutch wallet that will carry you from daytime errands to evenings out on the town ^ Clutch features a hand strap for easy, elegant carrying ^ Snap wallet closure ^ Main compartment with interior zippered change pocket and three card slots ^ Interior compartment ideal for storing a smartphone ^ Back pocket sized to fit a check book ^ PVC free ^ 2 piece gift box included",7,4.25,1.25,0,Leatherette,PQ2R,25,20.75,27.48,50,17.75,23.75,100,15.48,20.75,300,14.98,19.98,12/31/2015 0:00:00,Spine Top Front Panel Center 3.5W 1.25H (one color max) Spine Bottom Back Pocket Center 3.5W 1.25H (one color max),,Spine Top Front Panel Center 3.5W 1H,,,,,,29,46,24 x 16 x 11
8639,"Living Green, Brands, Travel",Life in Motion Primary Cargo Box,Santa Fe Red,"^Sturdy and affordable, this laminated trunk organizer is great for transporting groceries, sports gear and more^Large main compartment with divider to keep items organized^Designed to fit full size grocery totes (suggested item #1760-1764)^Grab handles and front slash pocket^Collapsible for easy storage (folded size: 12"" x 14"")^Eye-catching honeycomb graphic on interior and exterior^Elastic bungee to secure when not in use",14,12,18,0,Laminated Non-Woven/Honeycomb Accent,PQ2R,50,13.75,17.48,100,11.98,15.25,300,10.48,13.48,1000,9.98,12.75,12/31/2015 0:00:00,Front pocket center 9W 4.5H(one color imprint and one location only) Front pocket upper center 9W 2.25H,,,,,,,,27,16,24 x 16 x 11
8641,"Living Green, Brands, Travel",Life in Motion Primary Cargo Box,Black,"^Sturdy and affordable, this laminated trunk organizer is great for transporting groceries, sports gear and more^Large main compartment with divider to keep items organized^Designed to fit full size grocery totes (suggested item #1760-1764)^Grab handles and front slash pocket^Collapsible for easy storage (folded size: 12"" x 14"")^Eye-catching honeycomb graphic on interior and exterior^Elastic bungee to secure when not in use",14,12,18,0,Laminated non-woven,PQ2R,50,13.75,17.48,100,11.98,15.25,300,10.48,13.48,1000,9.98,12.75,12/31/2015 0:00:00,Front pocket center 9W 4.5H(one color imprint and one location only) Front pocket upper center 9W 2.25H,,,,,,,,27,16,24 x 16 x 11
8642,"Life in Motion, Brands, Travel",Life in Motion Cargo Box,Black,^This durable storage box with privacy cover keeps your items organized and secure in the car^Large main compartment with mesh pockets and zippered closure^Padded grab handles and front pocket^Collapsible for easy storage,13,12,12,0,600D Polyester,PQ2R,25,20.75,26.75,50,17.75,22.98,100,15.48,20.25,300,14.98,19.48,12/31/2015 0:00:00,(1) Front pocket center 9.5W 4.5H,"(1) Front pocket center 4.5"" dia.",,,,,,,28,20,24 x 16 x 11
8643,"Living Green, Brands, Travel",Life in Motion Primary Cargo Box,Royal Blue,"^Sturdy and affordable, this laminated trunk organizer is great for transporting groceries, sports gear and more^Large main compartment with divider to keep items organized^Designed to fit full size grocery totes (suggested item #1760-1764)^Grab handles and front slash pocket^Collapsible for easy storage (folded size: 12"" x 14"")^Eye-catching honeycomb graphic on interior and exterior^Elastic bungee to secure when not in use",14,12,18,0,Laminated non-woven,PQ2R,50,13.75,17.48,100,11.98,15.25,300,10.48,13.48,1000,9.98,12.75,12/31/2015 0:00:00,Front pocket center 9W 4.5H(one color imprint and one location only) Front pocket upper center 9W 2.25H,,,,,,,,27,16,24 x 16 x 11
8645,"Gifts, Brands, Travel",Life in Motion XL Cargo Box,Black,"^Great addition to the Life in Motion Primary Cargo Box series ^ Sturdy and affordable, this laminated trunk organizer offers three large compartments to organize as well as store sporting gear and transport groceries ^ Grab handles and front slash pocket ^ Designed to fit full-size grocery totes such as item # 1765-1767^Collapsible for easy storage (folded size: 11"" x 11.5"" x 1"") ^ Eye-catching honeycomb graphic on interior and exterior^ Elastic bungee to secure when not in use",14,12,27,0,Laminated non-woven,PQ2R,25,20.75,27.25,50,17.75,23.48,100,15.48,20.48,300,14.98,19.98,12/31/2015 0:00:00,Front pocket center 9W 4.5H or Front pocket upper center 9.5W 2.25H,,,,,,,,28,12,24 x 16 x 11
8646,"Life in Motion, Brands, Travel",Life in Motion Large Cargo Box,Black,"^Our largest trunk organizer is great for transporting groceries, sports gear, and cleaning supplies^Large main compartment with dividers to keep items organized^Padded grab handles and front pocket^Collapsible for easy storage",14,12,24,0,600D Polyester,PQ2R,25,27.75,35.48,50,23.75,30.48,100,20.75,26.75,300,19.98,25.75,12/31/2015 0:00:00,(1) Front pocket center 9.5 W 4.5H,"Front pocket center 4.5"" dia.",,,(1) Front pocket upper center 2.5W 1.125H,,,,25,14,24 x 16 x 11
8647,"Life in Motion, Brands, Travel",Life in Motion Large Cargo Box,Royal Blue,"^Our largest trunk organizer is great for transporting groceries, sports gear, and cleaning supplies^Large main compartment with dividers to keep items organized^Padded grab handles and front pocket^Collapsible for easy storage",14,12,24,0,600D Polyester,PQ2R,25,27.75,35.48,50,23.75,30.48,100,20.75,26.75,300,19.98,25.75,12/31/2015 0:00:00,(1) Front pocket center 9.5 W 4.5H,"Front pocket center 4.5"" dia.",,,(1) Front pocket upper center 2.5W 1.125H,,,,25,14,24 x 16 x 11
8653,"Brands, Essential Styles, Travel",Life in Motion Large Camo Cargo Box,Forest Camo,"^The must-have trunk organizer for every outdoorsman ^ Great for transporting hunting supplies, sporting equipment, groceries, and much more ^ Large main compartment with dividers to keep items organized ^ Padded grab handles and front pocket ^ Collapsible for easy storage",14,12,24,0,600D Polyester,PQ2R,25,31.98,40.48,50,27.48,34.98,100,23.98,30.48,300,22.98,29.25,12/31/2015 0:00:00,Front pocket center 9W 4.5H Front pocket upper center 9W 2.25H,,,,,,,,29,12,24 x 16 x 11
8654,"Brands, Essential Styles, Travel",Life in Motion Pop-Up Cargo Box,Black,"^Pops up easily for use and folds flat for stowing^Two large compartments for storing car related items, groceries, sporting goods and much more^Front slash pocket",16.25,12,20,0,600D Polyester,PQ2R,25,27.75,35.75,50,23.75,30.75,100,20.75,26.98,300,19.98,25.98,12/31/2015 0:00:00,Front pocket center 9W 5H Add-a-patch center 2.5W 1.125H,Front pocket center 4.5W 1.5H,Add-a-patch center 2.5W x 1.125H,,,Front pocket center 9W 5H,,,20,9,23 x 17 x 6
8660,"Brands, Essential Styles, Travel",Life in Motion Cargo Box with Cooler,Black,"^Large storage compartments and spacious cooler compartment to transport groceries, travel items and much more! ^ Grab handles and front slash pocket ^ Collapsible for easy storage ^ Elastic bungee to secure when not in use ^ Zippered cooler compartment with PVC free thermo lining ^ 30 can cooler capacity",14,12,26,0,600D Polyester/210D Polyester,PQ2R,25,34.75,43.98,50,29.75,37.75,100,25.98,32.98,300,24.98,31.75,12/31/2015 0:00:00,Front pocket center 10.5W 5H,Front pocket upper center 3W 2.5H,,,,,,,25,12,24 x 16 x 11
8670,"Business Bags, Icon, Duffels",Icon Wheeled Computer Bag,Black,"^A great addition to the Icon Collection^Offers ample storage and in-line wheels for the professional on the go^Padded computer compartment with accordion file folders (fits up to: 15.4"" laptop)^Rubberized handle grips and adjustable, removable shoulder strap^Retractable telescoping handle and stabilizing PVC feet^Main compartment opens completely for easy packing when laptop is not required^Front zipper gusset pocket with multi-function organizer^Logomagic decoration detail",17,13,9,0,420d dobby,PQ2R,6,117.98,149.98,25,101.25,128.75,50,88.48,112.75,100,84.98,108.48,12/31/2015 0:00:00,(1) Front pocket center 8W 4.5H,"Front pocket center 4.5"" dia.",,(1) Front pocket upper center 1.5W .5H,,,,,24,3,19 x 15 x 16
8675,"Brands, Travel",Life in Motion Deluxe Cargo Box,Black,"^Great addition to the life in Motion Cargo Box Series ^ Sturdy cargo box with 3 large compartments to organize and store groceries, car related items and much more ^ Includes removable cooler designed to fit in middle compartment ^ Collapsible for easy storage ^ Sturdy, padded grab handles ^ Mesh pockets ^ Elastic bungee to secure when not in use ^ Cooler is heat-sealed and non-PVC^20 can capacity",14,12,27.5,0,600d polyester / 420d honeycomb,PQ2R,12,48.48,62.75,25,41.75,54.25,50,36.48,47.48,100,34.98,45.48,12/31/2015 0:00:00,Front pocket center 10.5W 5H Back left pocket center 3.5W 5H Back right pocket center 3.5W 5H Removable cooler pocket center 9W 5H,,,,,,,,26,7,23 x 17 x 13
8910,"Duffels, Brands, Essential Styles, Travel",Vertex Tech Carry-On Wheeled Upright,Black,"^Travel with ease and style with this 22"" carry-on sized, split case upright ^ Recessed, two stage telescoping handle with locking push button ^ Corner mounted inline skate wheels for increased stability ^ Side zippered, padded laptop pocket for easy access ^ Top zippered pocket sized to fit a tablet ^ Multiple zippered compartments for organization ^ Dual access, split case zippered compartment ^ Fully lined interior with tie down straps ^ Reinforced corner protectors and bottom bumpers for added durability ^ Sturdy ergonomic carry handle ^ Molded zipper pulls ^ Molded bottom grab handle",14,22,9,0,600D Polyester,PQ2R,6,131.98,166.98,25,113.25,143.48,50,98.75,125.25,100,94.98,120.75,12/31/2015 0:00:00,Front pocket center 8W 7H Front pocket upper center 8W 3.5H,,,,,,,,14,2,23 x 17 x 13
8920,"Duffels, Travel",Express Wheeled Duffel,Black,"^Travel in ease and style ^ Inline wheels and 39"" hidden retractable handle system ^ Large main compartment with zippered closure ^ Gusseted front zippered pocket ^ Top grab handle with Velcro wrap closure ^ Side grab handle for convenience ^ Metal zipper pulls with cords ^ Bottom bumpers for durability ^ Back panel of each bag matches primary bag color",25.5,13,13,0,600D Polyester,R,12,39.98,50.62,,,,,,,12,39.98,50.62,12/31/2015 0:00:00,Front pocket center 11W 4H Front pocket upper center 11W 2H Top panel center 11W 6H,"Front pocket center 4.5"" dia Top pocket center 4"" dia.",,,,,,,32,6,34 x 19 x 9
8921,"Duffels, Travel",Express Wheeled Duffel,Blue,"^Travel in ease and style ^ Inline wheels and 39"" hidden retractable handle system ^ Large main compartment with zippered closure ^ Gusseted front zippered pocket ^ Top grab handle with Velcro wrap closure ^ Side grab handle for convenience ^ Metal zipper pulls with cords ^ Bottom bumpers for durability ^ Back panel of each bag matches primary bag color",25.5,13,13,0,600D Polyester,R,12,39.98,50.62,,,,,,,12,39.98,50.62,12/31/2015 0:00:00,Front pocket center 11W 4H Front pocket upper center 11W 2H Top panel center 11W 6H,"Front pocket center 4.5"" dia Top pocket center 4"" dia.",,,,,,,32,6,34 x 19 x 9
8922,"Duffels, Travel",Express Wheeled Duffel,Red,"^Travel in ease and style ^ Inline wheels and 39"" hidden retractable handle system ^ Large main compartment with zippered closure ^ Gusseted front zippered pocket ^ Top grab handle with Velcro wrap closure ^ Side grab handle for convenience ^ Metal zipper pulls with cords ^ Bottom bumpers for durability ^ Back panel of each bag matches primary bag color",25.5,13,13,0,600D Polyester,R,12,39.98,50.62,,,,,,,12,39.98,50.62,12/31/2015 0:00:00,Front pocket center 11W 4H Front pocket upper center 11W 2H Top panel center 11W 6H,"Front pocket center 4.5"" dia Top pocket center 4"" dia.",,,,,,,32,6,34 x 19 x 9
8930,"Duffels, Brands, Essential Styles, Travel",Vertex Tech Drop Bottom Wheeled Duffel,Black,"^Recessed, telescoping handle with locking push button ^Corner mounted inline skate wheels for increased stability ^ Zippered drop bottom with adjustable exterior compression straps ^ Interior tie down straps ^ End panel accessory pocket ^ Front and top zippered pockets ^ Comfort wrap top handle ^ Ergonomic side carry handle ^ Molded bottom handle and bumpers ^ Reinforced corner protectors and bottom runners for added durability",27,14,14,0,600D Polyester,PQ2R,6,131.98,163.25,25,113.25,140.25,50,98.75,122.25,100,94.98,117.48,12/31/2015 0:00:00,Front pocket center 6.5W 3H Top pocket center 10W 6H,"Top pocket center 4.5"" dia Front pocket center 4W 2H",,,,,,,24,3,34 x 19 x 9
90001,"Women's, Essential Styles, Duffels, Travel, Brands",Isaac Mizrahiâ„¢ Vivienne Travel Bag,Black/Bone,"^Lined, zippered front pocket sized to fit a tablet with a case ^ Zippered, large main compartment with two interior pockets ^ Signature Isaac Mizrahi lining ^ Reinforced, padded 25"" grab handles ^ Protective metal feet ^ Integrated floor board for added durability ^ PVC free ^ Phthalate free^This product is not sold blank",17,12.5,9,0,420D Nylon/ Leatherette,PQSS,6,90.25,119.48,25,77.48,102.98,50,62.48,83.48,100,59.98,80.25,12/31/2015 0:00:00,,,Front Pocket Center 6W 4H,,,,,,22,10,23 x 17 x 13
90002,"Women's, Essential Styles, Duffels, Travel, Brands",Isaac Mizrahiâ„¢ Vivienne Travel Bag,Bone/Navy Blue,"^Lined, zippered front pocket sized to fit a tablet with a case ^ Zippered, large main compartment with two interior pockets ^ Signature Isaac Mizrahi lining ^ Reinforced, padded 25"" grab handles ^ Protective metal feet ^ Integrated floor board for added durability ^ PVC free ^ Phthalate free^This product is not sold blank",17,12.5,9,0,420D Nylon/ Leatherette,PQSS,6,90.25,119.48,25,77.48,102.98,50,62.48,83.48,100,59.98,80.25,12/31/2015 0:00:00,,,Front Pocket Center 6W 4H,,,,,,22,10,23 x 17 x 13
90003,"Women's, Essential Styles, Duffels, Travel, Brands",Isaac Mizrahiâ„¢ Vivienne Travel Bag,Bone/Sunflower,"^Lined, zippered front pocket sized to fit a tablet with a case ^ Zippered, large main compartment with two interior pockets ^ Signature Isaac Mizrahi lining ^ Reinforced, padded 25"" grab handles ^ Protective metal feet ^ Integrated floor board for added durability ^ PVC free ^ Phthalate free^This product is not sold blank",17,12.5,9,0,420D Nylon/ Leatherette,PQSS,6,90.25,119.48,25,77.48,102.98,50,62.48,83.48,100,59.98,80.25,12/31/2015 0:00:00,,,Front Pocket Center 6W 4H,,,,,,22,10,23 x 17 x 13
9001,"Coolers, Equity, Kid-friendly, Women's, Essential Styles",Ella Neoprene Cooler,Black,"^This lunch bag fits just what you need for a tasty lunch that goes where you goâ€”without the added bulk^Tote expands to fit various size containers and frozen packaged meals^Neoprene insulated material keeps items cool or warm for hours^Zippered top closure with cord pull and soft grab handles^Stylish pop contrast interior ^ Machine washable, cold water^5 can capacity",11.5,10.5,7,0,neoprene,PQ2R,50,13.75,18.48,100,11.98,16.25,300,10.48,14.25,1000,9.98,13.75,12/31/2015 0:00:00,Front panel upper center 5W 2H Front panel center 5.5W 4H Back panel center 5.5.W 4H,,,,,,,,24,70,23 x 17 x 13
90015,"Essential Styles, Duffels, Travel, Brands",Isaac Mizrahiâ„¢ Jaxson Travel Bag,Black,"^Front slash pocket ^ Zippered, padded tablet pocket sized to fit up to a 10"" tablet ^ Front zippered pocket with RFID blocking technology prevents unauthorized access to personal information ^ Top zippered padded main compartment ^ Two interior zippered mesh pockets ^ Top grab handles with padded handle wrap ^ Adjustable, removable shoulder strap ^ Expands for more capacity by simply unsnapping the side buttons ^ Rear, zippered and padded laptop compartment fits up to 15"" laptop ^ Phthalate free^This product is not sold blank",20,12,9.5,0,Polyester Twill/ Nylon Twill Lining,PQSS,6,105.25,136.48,25,90.25,117.25,50,72.75,94.75,100,69.98,91.48,12/31/2015 0:00:00,,Front pocket center 4.5W 2H,,,,,,,22,7,23 x 17 x 13
9002,"Coolers, Equity, Kid-friendly, Women's, Essential Styles",Ella Neoprene Cooler,Navy/Light Blue,"^This lunch bag fits just what you need for a tasty lunch that goes where you goâ€”without the added bulk^Tote expands to fit various size containers and frozen packaged meals^Neoprene insulated material keeps items cool or warm for hours^Zippered top closure with cord pull and soft grab handles^Stylish pop contrast interior ^ Machine washable, cold water^5 can capacity",11.5,10.5,7,0,neoprene,PQ2R,50,13.75,18.48,100,11.98,16.25,300,10.48,14.25,1000,9.98,13.75,12/31/2015 0:00:00,Front panel upper center 5W 2H Front panel center 5.5W 4H Back panel center 5.5.W 4H,,,,,,,,24,70,23 x 17 x 13
9003,"Coolers, Equity, Kid-friendly, Women's, Essential Styles",Ella Neoprene Cooler,Apple Green,"^This lunch bag fits just what you need for a tasty lunch that goes where you goâ€”without the added bulk^Tote expands to fit various size containers and frozen packaged meals^Neoprene insulated material keeps items cool or warm for hours^Zippered top closure with cord pull and soft grab handles^Stylish pop contrast interior ^ Machine washable, cold water^5 can capacity",11.5,10.5,7,0,neoprene,PQ2R,50,13.75,18.48,100,11.98,16.25,300,10.48,14.25,1000,9.98,13.75,12/31/2015 0:00:00,Front panel upper center 5W 2H Front panel center 5.5W 4H Back panel center 5.5.W 4H,,,,,,,,24,70,23 x 17 x 13
9004,"Coolers, Equity, Kid-friendly, Women's, Essential Styles",Ella Neoprene Cooler,Puple/Light Purple Pattern,"^This lunch bag fits just what you need for a tasty lunch that goes where you goâ€”without the added bulk^Tote expands to fit various size containers and frozen packaged meals^Neoprene insulated material keeps items cool or warm for hours^Zippered top closure with cord pull and soft grab handles^Stylish pop contrast interior ^ Machine washable, cold water^5 can capacity",11.5,10.5,7,0,neoprene,PQ2R,50,13.75,18.48,100,11.98,16.25,300,10.48,14.25,1000,9.98,13.75,12/31/2015 0:00:00,Front panel upper center 5W 2H Front panel center 5.5W 4H Back panel center 5.5.W 4H,,,,,,,,24,70,23 x 17 x 13
9005,"Coolers, Equity, Kid-friendly, Women's, Essential Styles",Ella Neoprene Cooler,Deep pink/light pink pattern,"^This lunch bag fits just what you need for a tasty lunch that goes where you goâ€”without the added bulk^Tote expands to fit various size containers and frozen packaged meals^Neoprene insulated material keeps items cool or warm for hours^Zippered top closure with cord pull and soft grab handles^Stylish pop contrast interior ^ Machine washable, cold water^5 can capacity",11.5,10.5,7,0,neoprene,PQ2R,50,13.75,18.48,100,11.98,16.25,300,10.48,14.25,1000,9.98,13.75,12/31/2015 0:00:00,Front panel upper center 5W 2H Front panel center 5.5W 4H Back panel center 5.5.W 4H,,,,,,,,24,70,23 x 17 x 13
9006,"Coolers, Kid-friendly",Kodiak Lunch Cooler,Black,^Top zippered closure^Front slash pocket^Side mesh pocket ideal for storing a water bottle^5 can capacity^Top grab handle^Heat sealed interior^Thermal lining^PVC free^Phthalate free,7,9,4,0,210D Polyester,PQ2R,100,4.75,6.75,300,4.25,5.98,600,3.75,5.25,1000,3.48,4.98,12/31/2015 0:00:00,Front pocket center 5W 4H Add-a-Tag center 1.125W 1H,Front pocket center 3W 2H,,,,Front pocket center 4W 3.5H,,,15,90,23 x 17 x 13
9007,"Coolers, Kid-friendly",Kodiak Lunch Cooler,Royal,^Top zippered closure^Front slash pocket^Side mesh pocket ideal for storing a water bottle^5 can capacity^Top grab handle^Heat sealed interior^Thermal lining^PVC free^Phthalate free,7,9,4,0,210D Polyester,PQ2R,100,4.75,6.75,300,4.25,5.98,600,3.75,5.25,1000,3.48,4.98,12/31/2015 0:00:00,Front pocket center 5W 4H Add-a-Tag center 1.125W 1H,Front pocket center 3W 2H,,,,Front pocket center 4W 3.5H,,,15,90,23 x 17 x 13
9008,"Coolers, Kid-friendly",Kodiak Lunch Cooler,Apple Green,^Top zippered closure^Front slash pocket^Side mesh pocket ideal for storing a water bottle^5 can capacity^Top grab handle^Heat sealed interior^Thermal lining^PVC free^Phthalate free,7,9,4,0,210D Polyester,PQ2R,100,4.75,6.75,300,4.25,5.98,600,3.75,5.25,1000,3.48,4.98,12/31/2015 0:00:00,Front pocket center 5W 4H Add-a-Tag center 1.125W 1H,Front pocket center 3W 2H,,,,Front pocket center 4W 3.5H,,,15,90,23 x 17 x 13
9009,"Coolers, Kid-friendly",Kodiak Lunch Cooler,Red,^Top zippered closure^Front slash pocket^Side mesh pocket ideal for storing a water bottle^5 can capacity^Top grab handle^Heat sealed interior^Thermal lining^PVC free^Phthalate free,7,9,4,0,210D Polyester,PQ2R,100,4.75,6.75,300,4.25,5.98,600,3.75,5.25,1000,3.48,4.98,12/31/2015 0:00:00,Front pocket center 5W 4H Add-a-Tag center 1.125W 1H,Front pocket center 3W 2H,,,,Front pocket center 4W 3.5H,,,15,90,23 x 17 x 13
90100,"Totes, Gifts, Women's, Brands",Isaac Mizrahiâ„¢ Evelyn Tote,Bone/Navy Blue,"^Large main compartment with magnetic closure^Front pocket^Interior zippered accessory pocket^Metal rivet hardware^Signature Isaac Mizrahi lining^Pop color handle interior for added appeal^23"" shoulder straps^PVC free^Phthalate free^This product is not sold blank",20,15,5,0,420D Nylon/ Leatherette,PQSS,12,52.75,68.48,25,45.25,58.98,50,36.48,47.48,100,34.98,45.75,12/31/2015 0:00:00,,,Front pocket center 4W 2.5H (suggested subtle size) 5W 4H (max size) Front pocket upper center 4W 1.5H (suggested subtle size) 5W 2H (max size),,,,,,25,20,23 x 17 x 13
90101,"Totes, Gifts, Women's, Brands",Isaac Mizrahiâ„¢ Evelyn Tote,Bone/Sunflower,"^Large main compartment with magnetic closure^Front pocket^Interior zippered accessory pocket^Metal rivet hardware^Signature Isaac Mizrahi lining^Pop color handle interior for added appeal^23"" shoulder straps^PVC free^Phthalate free^This product is not sold blank",20,15,5,0,420D Nylon/ Leatherette,PQSS,12,52.75,68.48,25,45.25,58.98,50,36.48,47.48,100,34.98,45.75,12/31/2015 0:00:00,,,Front pocket center 4W 2.5H (suggested subtle size) 5W 4H (max size) Front pocket upper center 4W 1.5H (suggested subtle size) 5W 2H (max size),,,,,,25,20,23 x 17 x 13
90120,"Totes, Portfolios, Gifts, Brands",Isaac Mizrahiâ„¢ Sloan Computer Bag,Bone/Navy Blue,"^Fully lined, padded main compartment with zippered closure^Lined, zippered front pocket sized to fit a tablet with a case^Removable, padded laptop sleeve fits up to a 14"" laptop^ Large zippered interior pocket and dual slash pockets^Signature Isaac Mizrahi lining^Pop color handle interior for added appeal^Reinforced, padded 25"" shoulder straps for carrying comfort^PVC free^Phthalate free^This product is not sold blank",17,14,6,0,420D Nylon/ Leatherette,S,12,39.98,50.69,,,,,,,12,39.98,50.69,3/31/2015 0:00:00,,,Front pocket center 4W 2H (suggested subtle size) 6W 4H (max size) Front pocket upper center 4W 1H (suggested subtle size) 6W 2H (max size),,,,,,22,10,19 x 15 x 16
