ItemNo,,ItemName,Material,CatalogDescription,ColorHeading,ColorList,Category,SubCategory,CatalogSize,PackagingDetails,CatalogWeight,Disclaimers,Standard Master Carton Width,Standard Master Carton Length,Standard Master Carton Depth,Standard Master Carton Quantity,Standard Master Carton Actual Weight,PriceQtyCol1,PriceQtyCol2,PriceQtyCol3,PriceQtyCol4,PriceQtyCol5,PriceUSCol1,PriceUSCol2,PriceUSCol3,PriceUSCol4,PriceUSCol5,PriceHeadingType,PriceHeadingUS,Icon_Brand_Name,Photo_Feature,ItemNew,NewCatText,CategoryImageName,SampleTagColors,RecPenCatText,RecPenPriceCol1,RecPenPriceCol2,RecPenPriceCol3,RecPenPriceCol4,RecPenPriceCol5,RecPenPriceCDNCol1,RecPenPriceCDNCol2,RecPenPriceCDNCol3,RecPenPriceCDNCol4,RecPenPriceCDNCol5,CatalogDescPackaging,RecPenFilename,BrandImageName,GroupSubName,GroupName,CategoryShopping,SubCategoryShopping
9020-41,INLINE,Thule® Crossover 56L Rolling Duffel,Dobby Nylon,"The Thule® Crossover 56L Rolling Duffel is the ideal gear bag with a wide mouth access to easily load helmets, boots, gloves, jackets and other travel essentials. Durable exoskeleton and a molded polypropylene back panel absorb the impact of rugged travel. Tough, oversized wheels and Thule V-Tubing™ telescoping handles guarantee a smooth, steady and straight pull for years. Compression straps customize the bag to the size of your load. Heat-molded, crush-proof SafeZone™ compartment protects eyewear, portable electronics and other fragile gear (compartment locks and can be removed for extra cargo room). Aluminum hardware and water-resistant fabrics combine to create a lightweight, durable bag. Divided main compartment keeps clean-from-dirty, wet-from-dry, and work-from-play. Free run charges for embroidery up to 7500 stitches.",Color:,Black,Travel & Golf,Wheeled Duffels (Travel & Golf),"25.2"" H x 15"" W x 12.8"" L",Bulk,,,13.75197,26,16,1,10.6964,3,10,20,30,50,368.98,353.98,338.98,323.98,299.98,5R,US$,Thule.eps,9020-41BK_D-1.eps,Yes,New,LuggageTravelGifts_L.eps,Color: Black,,,,,,,,,,,,"The Thule® Crossover 56L Rolling Duffel is the ideal gear bag with a wide mouth access to easily load helmets, boots, gloves, jackets and other travel essentials. Durable exoskeleton and a molded polypropylene back panel absorb the impact of rugged travel. Tough, oversized wheels and Thule V-Tubing™ telescoping handles guarantee a smooth, steady and straight pull for years. Compression straps customize the bag to the size of your load. Heat-molded, crush-proof SafeZone™ compartment protects eyewear, portable electronics and other fragile gear (compartment locks and can be removed for extra cargo room). Aluminum hardware and water-resistant fabrics combine to create a lightweight, durable bag. Divided main compartment keeps clean-from-dirty, wet-from-dry, and work-from-play. Free run charges for embroidery up to 7500 stitches. Bulk",,Thule.eps,Thule® Crossover 56L Rolling Duffel,Thule® Crossover 56L Rolling Duffel,"Drinkware, Home & Travel",Luggage & Travel Gifts
9020-42,NEW,Thule® Chasm 40L Duffel - Medium,Phthalate-free TPE laminate with a 1000D nylon base,"The Thule® Chasm series duffel offers a wide mouth opening and removable backpack straps. These rugged, weather resistant duffels are your go-to gear hauler for any adventure. Oversized, wide mouth opening make it easy to pack and easy to get to your gear. Side access makes it easy to reach the main compartment from any angle. Duffel straps stow cleanly along the side of the duffel. Straps quickly convert the bag from a backpack to a duffel. Durable, water proof tarpaulin fabric stands up on its own for easy packing but easily folds for storage. Internal mesh pockets keep your gear organized. External compression straps prevent bag contents from falling to the bottom of the bag when in backpack mode. Padded bottom cushions your gear from the ground. Locking zippers deter thieves (lock sold separately). Exterior stash pocket stores small items. 2440 cu in capacity.",Color:,Gray,Duffels,Sport Duffels (Duffels),"10"" H x 22.1"" W x 12.6"" L",Bulk,,,0,0,0,0,0,3,10,20,30,50,147.58,141.58,135.58,129.58,119.98,5R,US$,Thule.eps,9020-42GY_D-1.eps,,,BackpacksDuffels_R.eps,Color: Gray,,,,,,,,,,,,"The Thule® Chasm series duffel offers a wide mouth opening and removable backpack straps. These rugged, weather resistant duffels are your go-to gear hauler for any adventure. Oversized, wide mouth opening make it easy to pack and easy to get to your gear. Side access makes it easy to reach the main compartment from any angle. Duffel straps stow cleanly along the side of the duffel. Straps quickly convert the bag from a backpack to a duffel. Durable, water proof tarpaulin fabric stands up on its own for easy packing but easily folds for storage. Internal mesh pockets keep your gear organized. External compression straps prevent bag contents from falling to the bottom of the bag when in backpack mode. Padded bottom cushions your gear from the ground. Locking zippers deter thieves (lock sold separately). Exterior stash pocket stores small items. 2440 cu in capacity. Bulk",,Thule.eps,Thule® Chasm 40L Duffel - Medium,Thule® Chasm 40L Duffel - Medium,,
9020-80,INLINE,Thule Gauntlet™ iPad Air Case,Polyurethane,"For those living ""on-the-go"", a protective slim-profiled iPad Air folio that is a sleek, secure fit with rubber grips that provide fully customizable viewing and typing angles. Stability clip locks case closed when not in use and is designed with full access to all ports and controls. Soft interior lining prevents scratching.",Color:,Black,Technology,Cases & Accessories (Technology),"10"" H x 7"" W x .63"" L",1-piece premium gift box,,,7.87008,3.93701,11.41732,4,2.9238,12,50,100,150,200,49.18,47.18,45.18,43.18,39.98,5R,US$,Thule.eps,9020-80BK_D-1.eps,,,TechAccessories_R.eps,Color: Black,,,,,,,,,,,,"For those living ""on-the-go"", a protective slim-profiled iPad Air folio that is a sleek, secure fit with rubber grips that provide fully customizable viewing and typing angles. Stability clip locks case closed when not in use and is designed with full access to all ports and controls. Soft interior lining prevents scratching. 1-piece premium gift box",,Thule.eps,Thule Gauntlet™ iPad Air Case,Thule Gauntlet™ iPad Air Case,,
9020-81,NEW,Thule® Atmos iPhone 6 Case,ABS Plastic,"Delivering a sleek silhouette with outstanding protective performance, the Thule® Atmos X3 case establishes a new benchmark for superior protection in a case that doesn’t add bulk to your iPhone. Patent Pending bi-component Armor provides exceptional iPhone protection with minimal bulk. Shock-Stop corners give added impact protection where it’s needed most.",Color:,Black,Technology,Cases & Accessories (Technology),"5.625"" H x 2.875"" W x .25"" L",1-piece premium gift box,,,0,0,0,0,0,12,50,100,150,200,49.18,47.18,45.18,43.18,39.98,5R,US$,Thule.eps,,,,TechAccessories_R.eps,Color: Black,,,,,,,,,,,,"Delivering a sleek silhouette with outstanding protective performance, the Thule® Atmos X3 case establishes a new benchmark for superior protection in a case that doesn’t add bulk to your iPhone. Patent Pending bi-component Armor provides exceptional iPhone protection with minimal bulk. Shock-Stop corners give added impact protection where it’s needed most. 1-piece premium gift box",,Thule.eps,Thule® Atmos iPhone 6 Case,Thule® Atmos iPhone 6 Case,,
9020-82,NEW,Thule® Atmos iPhone 6 Plus Case,ABS Plastic,"Delivering a sleek silhouette with outstanding protective performance, the Thule® Atmos X3 case establishes a new benchmark for superior protection in a case that doesn’t add bulk to your iPhone. Patent Pending bi-component Armor provides exceptional iPhone protection with minimal bulk. Shock-Stop corners give added impact protection where it’s needed most.",Color:,Black,Technology,Cases & Accessories (Technology),"6.375"" H x 3.375"" W x .25"" L",1-piece preminum gift box,,,0,0,0,0,0,12,50,100,150,200,49.18,47.18,45.18,43.18,39.98,5R,US$,Thule.eps,9020-82BK_D_1.eps,,,TechAccessories_R.eps,Color: Black,,,,,,,,,,,,"Delivering a sleek silhouette with outstanding protective performance, the Thule® Atmos X3 case establishes a new benchmark for superior protection in a case that doesn’t add bulk to your iPhone. Patent Pending bi-component Armor provides exceptional iPhone protection with minimal bulk. Shock-Stop corners give added impact protection where it’s needed most. 1-piece preminum gift box",,Thule.eps,Thule® Atmos iPhone 6 Plus Case,Thule® Atmos iPhone 6 Plus Case,,
9100-15,INLINE,Milano Deluxe Versa-Folio,UltraHyde,"Zippered closure. Includes built-in solar calculator. Multiple file pockets and mesh pocket for documents. Removable 3"" x 5"" pocket jotter. Removable 1"" three-ring binder. Includes 8.5"" x 11"" writing pad.",Color:,Black,Stationery,Ringbinders (Stationery),"11"" H x 13.5"" W x 2"" L",Bulk,,,15.34,12.2,15.15,6,18.29,24,100,150,250,400,31.97,30.67,29.37,28.07,25.98,5R,US$,,9100-15BK_D.eps,,,Stationery_L.eps,Color: Black,9100-15 + Recommended pen 1035-81,34.95,33.65,32.35,31.05,28.96,42.47,40.87,39.29,37.7,35.17,"Zippered closure. Includes built-in solar calculator. Multiple file pockets and mesh pocket for documents. Removable 3"" x 5"" pocket jotter. Removable 1"" three-ring binder. Includes 8.5"" x 11"" writing pad. Bulk",,,Milano Deluxe Versa-Folio,Milano Deluxe Versa-Folio,Office,Stationery
9100-66,INLINE,Milano Pocket Jotter,UltraHyde,"Business card pockets. Pen loop. Includes 3"" x 4.75"" writing pad.",Color:,Black,Stationery,Jotters (Stationery),"5.25"" H x 3.5"" W x .25"" L",,,,17.91,11.81,9.05,96,21.6,144,250,400,600,1000,3.18,3.05,2.92,2.78,2.58,5R,US$,,9100-66BK_D-2.eps,,,Stationery_R.eps,Color: Black,9100-66 + Recommended pen 6651-07,3.66,3.53,3.4,3.26,3.06,4.38,4.23,4.07,3.92,3.65,"Business card pockets. Pen loop. Includes 3"" x 4.75"" writing pad.",,,Milano Pocket Jotter,Milano Pocket Jotter,Office,Stationery
1/1/9200,INLINE,Manhattan Writing Pad,Genuine Pebble Grain Leather.,"Interior organizer with document folder. Front slot pocket. Pen loop. Includes 8.5"" x 11"" writing pad. Includes 1-piece gift box.",Color:,Black,Stationery,Padfolios & Writing Pads (Stationery),"13"" H x 10.25"" W x 1"" L",,,,19.68,11.81,14.37,12,28.65,12,50,100,150,200,45.48,43.63,41.78,39.95,36.98,5R,US$,,9200-01BK_D.eps,,,Stationery_R.eps,Color: Black,9200-01 + Recommended pen 1015-09,49.46,47.61,45.76,43.93,40.96,60.1,57.85,55.6,53.35,49.73,"Interior organizer with document folder. Front slot pocket. Pen loop. Includes 8.5"" x 11"" writing pad. Includes 1-piece gift box.",,,Manhattan Writing Pad,Manhattan Writing Pad,Office,Stationery
10/1/9200,INLINE,Manhattan Zippered Padfolio,Genuine Pebble Grain Leather.,"Zippered closure. Interior organizer with gusseted file pocket and business card pockets. Pen loop. Includes 8.5"" x 11"" writing pad. Includes 1-piece gift box.",Color:,Black,Stationery,Padfolios & Writing Pads (Stationery),"13"" H x 10.5"" W x 1.25"" L",Bulk,,,25,12.2,14.56,12,35.27,12,50,100,150,200,51.63,49.53,47.43,45.35,41.98,5R,US$,,9200-10BK_D.eps,,,Stationery_R.eps,Color: Black,9200-10 + Recommended pen 1015-09,55.61,53.51,51.41,49.33,45.96,67.61,65.06,62.5,59.95,55.85,"Zippered closure. Interior organizer with gusseted file pocket and business card pockets. Pen loop. Includes 8.5"" x 11"" writing pad. Includes 1-piece gift box. Bulk",,,Manhattan Zippered Padfolio,Manhattan Zippered Padfolio,Office,Stationery
9260-16,INLINE,Balmain® Classique Ballpoint Stylus,Brass,Exclusive Balmain® design in a modern silhouette. Monochromatic upper and lower barrel accented with stunning chrome details. Soft rubber stylus tip is integrated into the end cap of pen and eliminates fingerprints and smudges on your device. Compatible with any capacitive touchscreen device. Also ideal for any public touchscreen uses such as ATM or retail payment pads. Includes premium black ink cartridge.Formerly named the Balmain Toulon Ballpoint Stylus.,Color:,Black,Metal Pens,Metal Stylus Pens (Metal Pens),"5.5"" H x .38"" D",2-piece premium gift box,,,13.77953,12.99213,6.69291,500,25.3,72,150,300,450,600,6.98,6.7,6.42,6.13,5.68,5R,US$,Balmain.eps,9260-16BK_D-1.eps,Yes,New,Pens_L.eps,Color: Black,,,,,,,,,,,,Exclusive Balmain® design in a modern silhouette. Monochromatic upper and lower barrel accented with stunning chrome details. Soft rubber stylus tip is integrated into the end cap of pen and eliminates fingerprints and smudges on your device. Compatible with any capacitive touchscreen device. Also ideal for any public touchscreen uses such as ATM or retail payment pads. Includes premium black ink cartridge.Formerly named the Balmain Toulon Ballpoint Stylus. 2-piece premium gift box,,Balmain.eps,Balmain® Classique Ballpoint Stylus,Balmain® Classique Ballpoint Stylus,Office,Pens
9260-21,INLINE,Balmain® Fade Away Ballpoint Stylus,Brass,"Exclusive Balmain® design. Striking ombre-effect finishing brings incredible dimension to this ballpoint stylus. Includes black ballpoint ink cartridge and rubberized stylus tip ideal for touch screens such as iPads, iPhones, and retail payment pads.",Color:,Black,Metal Pens,Metal Stylus Pens (Metal Pens),"5.6"" H x .4"" D",2-piece premium gift box,,,12.79528,9.64567,7.28346,400,29.7,48,150,300,450,600,10.77,10.33,9.88,9.45,8.75,5R,US$,Balmain.eps,9260-21BK_D-1.eps,,,Pens_L.eps,Color: Black,,,,,,,,,,,,"Exclusive Balmain® design. Striking ombre-effect finishing brings incredible dimension to this ballpoint stylus. Includes black ballpoint ink cartridge and rubberized stylus tip ideal for touch screens such as iPads, iPhones, and retail payment pads. 2-piece premium gift box",,Balmain.eps,Balmain® Fade Away Ballpoint Stylus,Balmain® Fade Away Ballpoint Stylus,Office,Pens
9260-22,INLINE,Balmain® Eternity Ballpoint Stylus,Brass,"Exclusive Balmain® design highlights upper and lower barrels with deep diamond etched pinstripes. Pinstripes encase logo for maximum appeal. Pen includes premium black ink cartridge and rubberized stylus tip ideal for touch screens such as iPads, iPhones, and retail payment pads. Formerly named Concorde.",Color:,Silver,Metal Pens,Metal Stylus Pens (Metal Pens),"5.5"" H x .55"" D",2-piece premium gift box,,,11.22047,7.08661,11.02362,320,20.9,48,150,300,450,600,9.82,9.42,9.02,8.62,7.98,5R,US$,Balmain.eps,9260-22SL_D-1.eps,,,Pens_L.eps,Color: Silver,,,,,,,,,,,,"Exclusive Balmain® design highlights upper and lower barrels with deep diamond etched pinstripes. Pinstripes encase logo for maximum appeal. Pen includes premium black ink cartridge and rubberized stylus tip ideal for touch screens such as iPads, iPhones, and retail payment pads. Formerly named Concorde. 2-piece premium gift box",,Balmain.eps,Balmain® Eternity Ballpoint Stylus,Balmain® Eternity Ballpoint Stylus,Office,Pens
9260-23,INLINE,Balmain® Eternity Stylus Pen Set,Brass,"Exclusive Balmain® design highlights upper and lower barrels with deep diamond etched pinstripes. Pinstripes encase logo for maximum appeal. Pens include premium black ink cartridges and ballpoint features rubberized stylus tip ideal for iPads, iPhones, and retail payment pads. Formerly named Concorde.",Color:,Silver,Metal Pens,Metal Stylus Pens (Metal Pens),"6.5"" H x 2"" W x .9"" L",2-piece premium gift box,,,0,0,0,0,0,24,100,150,250,400,19.05,18.27,17.5,16.72,15.48,5R,US$,Balmain.eps,9260-23SL_D-1.eps,,,Pens_L.eps,Color: Silver,,,,,,,,,,,,"Exclusive Balmain® design highlights upper and lower barrels with deep diamond etched pinstripes. Pinstripes encase logo for maximum appeal. Pens include premium black ink cartridges and ballpoint features rubberized stylus tip ideal for iPads, iPhones, and retail payment pads. Formerly named Concorde. 2-piece premium gift box",,Balmain.eps,Balmain® Eternity Stylus Pen Set,Balmain® Eternity Stylus Pen Set,Office,Pens
9260-24,INLINE,Balmain® Mattify Ballpoint,Brass,Exclusive Balmain® design. Matte black barrel with shiny criss cross overlay design on bottom barrel. Subtle Balmain® accents. Pen features retractable twist action mechanism and premium black ballpoint ink cartridge. Includes Balmain® gift box.,Color:,Black,Metal Pens,Ballpoint Pens (Metal Pens),"5.4"" H x .44"" D",2-piece premium gift box.,,,12.79528,9.64567,7.28346,400,26.4,36,100,150,250,400,8.58,8.23,7.88,7.55,6.98,5R,US$,Balmain.eps,9260-24BK_D-1.eps,,,Pens_R.eps,Color: Black,,,,,,,,,,,,Exclusive Balmain® design. Matte black barrel with shiny criss cross overlay design on bottom barrel. Subtle Balmain® accents. Pen features retractable twist action mechanism and premium black ballpoint ink cartridge. Includes Balmain® gift box. 2-piece premium gift box.,,Balmain.eps,Balmain® Mattify Ballpoint,Balmain® Mattify Ballpoint,,
9260-25,INLINE,Balmain® Mattify Roller Ball,Brass,Exclusive Balmain® design. Matte black barrel with shiny criss cross overlay design on bottom barrel. Subtle Balmain® accents. Pen features premium black roller ball ink cartridge. Includes Balmain® gift box.,Color:,Black,Metal Pens,Roller Ball Pens (Metal Pens),"5.25"" H x .43"" D",2-piece premium gift box.,,,12.79528,9.64567,7.28346,400,28.6,36,100,150,250,400,8.92,8.55,8.2,7.83,7.25,5R,US$,Balmain.eps,9260-25BK_D-1.eps,,,Pens_L.eps,Color: Black,,,,,,,,,,,,Exclusive Balmain® design. Matte black barrel with shiny criss cross overlay design on bottom barrel. Subtle Balmain® accents. Pen features premium black roller ball ink cartridge. Includes Balmain® gift box. 2-piece premium gift box.,,Balmain.eps,Balmain® Mattify Roller Ball,Balmain® Mattify Roller Ball,,
9260-26,INLINE,Balmain® Mattify Pen Set,Brass,Exclusive Balmain® pen set. Matte black barrels feature shiny criss cross overlay design on bottom barrel. Subtle Balmain® accents. Pen set features premium black ballpoint and roller ball ink cartridges. Includes Balmain® gift box.,Color:,Black,Metal Pens,Pen Sets (Metal Pens),"1"" H x 6.4"" W x 2"" L",2-piece premium gift box.,,,0,0,0,0,0,12,50,100,150,200,17.2,16.5,15.8,15.1,13.98,5R,US$,Balmain.eps,9260-26BK_D-1.eps,,,Pens_R.eps,Color: Black,,,,,,,,,,,,Exclusive Balmain® pen set. Matte black barrels feature shiny criss cross overlay design on bottom barrel. Subtle Balmain® accents. Pen set features premium black ballpoint and roller ball ink cartridges. Includes Balmain® gift box. 2-piece premium gift box.,,Balmain.eps,Balmain® Mattify Pen Set,Balmain® Mattify Pen Set,,
9260-35,NEW,Balmain® Tactical Grip Ballpoint Stylus,Aluminum,"Exclusive Balmain® design. Inspired by Balmain's Paris fashion house apparel, the sleek graphite barrel with edgy geometric detailing accentuates the comfort of the bottom grip. Pen includes premium black ballpoint ink cartridge and rubberized stylus tip for taking notes in the traditional or electronic sense. Stylus ideal for touchscreens such as phones, tablets, and public retail payment pads.",Color:,Graphite,Metal Pens,Branded Pens (Metal Pens),"5.5"" H x .45"" D",2-piece premium gift box,,,0,0,0,0,0,72,150,300,450,600,6.45,6.2,5.93,5.67,5.25,5R,US$,Balmain.eps,9260-35GA-D-1.eps,,,Pens_L.eps,Color: Graphite,,,,,,,,,,,,"Exclusive Balmain® design. Inspired by Balmain's Paris fashion house apparel, the sleek graphite barrel with edgy geometric detailing accentuates the comfort of the bottom grip. Pen includes premium black ballpoint ink cartridge and rubberized stylus tip for taking notes in the traditional or electronic sense. Stylus ideal for touchscreens such as phones, tablets, and public retail payment pads. 2-piece premium gift box",,Balmain.eps,Balmain® Tactical Grip Ballpoint Stylus,Balmain® Tactical Grip Ballpoint Stylus,,
9260-36,NEW,Balmain® Tactical Grip Roller Ball,Aluminum,"Exclusive Balmain® design. Inspired by Balmain's Paris fashion house apparel, the sleek graphite upper barrel with edgy geometric bottom barrel provides a uniquely comfortable writing experience. Pen includes premium black roller ball ink cartridge.",Color:,Graphite,Metal Pens,Branded Pens (Metal Pens),"5.5"" H x .5"" D",2-piece premium gift box,,,0,0,0,0,0,72,150,300,450,600,6.75,6.47,6.2,5.92,5.48,5R,US$,Balmain.eps,9260-36GA_D-1.eps,,,Pens_R.eps,Color: Graphite,,,,,,,,,,,,"Exclusive Balmain® design. Inspired by Balmain's Paris fashion house apparel, the sleek graphite upper barrel with edgy geometric bottom barrel provides a uniquely comfortable writing experience. Pen includes premium black roller ball ink cartridge. 2-piece premium gift box",,Balmain.eps,Balmain® Tactical Grip Roller Ball,Balmain® Tactical Grip Roller Ball,,
9260-37,NEW,Balmain® Striation Ballpoint,Brass,Exclusive Balmain® design. High polished chrome upper barrel is combined with a contemporary satin chrome lower barrel with a striation pattern etched directly into the barrel. The mixture of satin and polished chrome accentuates the dimension of this style. Pen includes premium black ballpoint ink cartridge.,Color:,Silver,Metal Pens,Branded Pens (Metal Pens),"5.5"" H x .48"" D",2-piece premium gift box,,,0,0,0,0,0,48,150,300,450,600,11.67,11.18,10.72,10.25,9.48,5R,US$,Balmain.eps,9260-37SL_D-1.eps,,,Pens_R.eps,Color: Silver,,,,,,,,,,,,Exclusive Balmain® design. High polished chrome upper barrel is combined with a contemporary satin chrome lower barrel with a striation pattern etched directly into the barrel. The mixture of satin and polished chrome accentuates the dimension of this style. Pen includes premium black ballpoint ink cartridge. 2-piece premium gift box,,Balmain.eps,Balmain® Striation Ballpoint,Balmain® Striation Ballpoint,,
9260-38,NEW,Balmain® Striation Roller Ball,Brass,Exclusive Balmain® design. High polished chrome upper barrel combines with a contemporary satin chrome lower barrel with a striation pattern etched directly into the barrel. The mixture of satin and polished chrome accentuates the dimension of this style. Pen includes premium black roller ball ink cartridge.,Color:,Silver,Metal Pens,Branded Pens (Metal Pens),"5.5"" H x .48"" D",2-piece premium gift box,,,0,0,0,0,0,48,150,300,450,600,12.28,11.78,11.28,10.78,9.98,5R,US$,Balmain.eps,,,,Pens_L.eps,Color: Silver,,,,,,,,,,,,Exclusive Balmain® design. High polished chrome upper barrel combines with a contemporary satin chrome lower barrel with a striation pattern etched directly into the barrel. The mixture of satin and polished chrome accentuates the dimension of this style. Pen includes premium black roller ball ink cartridge. 2-piece premium gift box,,Balmain.eps,Balmain® Striation Roller Ball,Balmain® Striation Roller Ball,,
9260-39,NEW,Balmain® Tactical Grip Pen Set,Aluminum,"Exclusive Balmain® design. Inspired by Balmain's Paris fashion house apparel, this set includes ballpoint stylus and roller ball pen. Sleek graphite barrel with edgy geometric detailing on bottom grip and barrel. Pens include premium black ink cartridges, with the ballpoint stylus ideal for taking notes in the traditional or electronic sense. Stylus ideal for touchscreens such as phones, tablets, and public retail payment pads.",Color:,Graphite,Metal Pens,Pen Sets (Metal Pens),"2.5"" H x 6.5"" W x 1"" L",2-piece premium gift box,,,0,0,0,0,0,36,100,150,250,400,12.9,12.37,11.85,11.32,10.48,5R,US$,Balmain.eps,9260-39GA_D.eps,,,Pens_R.eps,Color: Graphite,,,,,,,,,,,,"Exclusive Balmain® design. Inspired by Balmain's Paris fashion house apparel, this set includes ballpoint stylus and roller ball pen. Sleek graphite barrel with edgy geometric detailing on bottom grip and barrel. Pens include premium black ink cartridges, with the ballpoint stylus ideal for taking notes in the traditional or electronic sense. Stylus ideal for touchscreens such as phones, tablets, and public retail payment pads. 2-piece premium gift box",,Balmain.eps,Balmain® Tactical Grip Pen Set,Balmain® Tactical Grip Pen Set,,
9260-40,NEW,Balmain® Statement Ballpoint,Brass,"Exclusive Balmain® design. Inspired by on-trend bold prints, the Statement ballpoint features a matte black silhouette starkly contrasted by a laser etched geometric print in shiny chrome. Shiny chrome accents complete the look. Pen includes premium blue ballpoint ink cartridge.",Color:,Black,Metal Pens,Branded Pens (Metal Pens),"5.5"" H x .5"" D",2-piece premium gift box,,,0,0,0,0,0,36,100,150,250,400,14.45,13.87,13.28,12.68,11.75,5R,US$,Balmain.eps,9260-40BK_D-1.eps,,,Pens_L.eps,Color: Black,,,,,,,,,,,,"Exclusive Balmain® design. Inspired by on-trend bold prints, the Statement ballpoint features a matte black silhouette starkly contrasted by a laser etched geometric print in shiny chrome. Shiny chrome accents complete the look. Pen includes premium blue ballpoint ink cartridge. 2-piece premium gift box",,Balmain.eps,Balmain® Statement Ballpoint,Balmain® Statement Ballpoint,,
9260-41,NEW,Balmain® Statement Roller Ball,Brass,"Exclusive Balmain® design. Inspired by on-trend bold prints, the Statement roller ball features a matte black silhouette starkly contrasted by a laser etched geometric print in shiny chrome. Shiny chrome accents complete the look. Pen includes premium blue roller ball ink cartridge.",Color:,Black,Metal Pens,Branded Pens (Metal Pens),"5.5"" H x .5"" D",2-piece premium gift box,,,0,0,0,0,0,36,100,150,250,400,15.35,14.73,14.1,13.48,12.48,5R,US$,Balmain.eps,9260-41BK_D-1.eps,,,Pens_L.eps,Color: Black,,,,,,,,,,,,"Exclusive Balmain® design. Inspired by on-trend bold prints, the Statement roller ball features a matte black silhouette starkly contrasted by a laser etched geometric print in shiny chrome. Shiny chrome accents complete the look. Pen includes premium blue roller ball ink cartridge. 2-piece premium gift box",,Balmain.eps,Balmain® Statement Roller Ball,Balmain® Statement Roller Ball,,
9260-42,NEW,Balmain® Striation Pen Set,Brass,"Exclusive Balmain® design. Pen set includes ballpoint and roller ball pen. The mixture of satin and polished chrome accentuates the dimension of this style, highlighted with a striation pattern etched directly into the lower barrels. Pens include premium black ink cartridges.",Color:,Silver,Metal Pens,Pen Sets (Metal Pens),"2.5"" H x 6.5"" W x 1"" L",2-piece premium gift box,,,0,0,0,0,0,24,100,150,250,400,23.97,22.98,22.02,21.05,19.48,5R,US$,Balmain.eps,,,,Pens_R.eps,Color: Silver,,,,,,,,,,,,"Exclusive Balmain® design. Pen set includes ballpoint and roller ball pen. The mixture of satin and polished chrome accentuates the dimension of this style, highlighted with a striation pattern etched directly into the lower barrels. Pens include premium black ink cartridges. 2-piece premium gift box",,Balmain.eps,Balmain® Striation Pen Set,Balmain® Striation Pen Set,,
9260-43,NEW,Balmain® Statement Pen Set,Brass,"Exclusive Balmain® design. Inspired by on-trend bold prints, the Statement pen set includes a ballpoint and roller ball pen. Featuring a matte black silhouette starkly contrasted by a laser etched geometric print in shiny chrome, with Shiny chrome accents completing the look. Pens include premium blue ink cartridges.",Color:,Black,Metal Pens,Pen Sets (Metal Pens),"2.5"" H x 6.5"" W x 1"" L",2-piece premium gift box,,,0,0,0,0,0,24,100,150,250,400,28.27,27.12,25.97,24.82,22.98,5R,US$,Balmain.eps,9260-43BK_D.eps,,,Pens_R.eps,Color: Black,,,,,,,,,,,,"Exclusive Balmain® design. Inspired by on-trend bold prints, the Statement pen set includes a ballpoint and roller ball pen. Featuring a matte black silhouette starkly contrasted by a laser etched geometric print in shiny chrome, with Shiny chrome accents completing the look. Pens include premium blue ink cartridges. 2-piece premium gift box",,Balmain.eps,Balmain® Statement Pen Set,Balmain® Statement Pen Set,,
9300-16,INLINE,Crossroads Pencil Cube Frame,UltraHyde,"2-in-1 hinged desktop organizer. Cube provides storage for writing instruments and desk accessories. Frame holds two 3"" x 3"" photos. Signature Crossroads contrast stitching.",Color:,Black,Desktop,Desktop Accessories And Sets (Desktop),"4.375"" H x 3.875"" W x 4"" L",1-piece white gift box,,,18.89,14.37,15.27,36,31.96,24,100,150,250,400,23.35,22.4,21.45,20.5,18.98,5R,US$,,9300-16BK_D.eps,,,Desktop_R.eps,Color: Black,,,,,,,,,,,,"2-in-1 hinged desktop organizer. Cube provides storage for writing instruments and desk accessories. Frame holds two 3"" x 3"" photos. Signature Crossroads contrast stitching. 1-piece white gift box",,,Crossroads Pencil Cube Frame,Crossroads Pencil Cube Frame,Office,Desktop
9300-21,INLINE,Crossroads Mousepad,UltraHyde,Soft wrist support. Large surface area for full size mouse.,Color:,Black,Desktop,Desktop Accessories And Sets (Desktop),"11"" H x 10"" W x .7"" L",Bulk,,,15.74,11.41,10.82,36,23.19,96,150,300,450,600,9.82,9.42,9.02,8.62,7.98,5R,US$,,9300-21BK_D.eps,,,Desktop_R.eps,Color: Black,,,,,,,,,,,,Soft wrist support. Large surface area for full size mouse. Bulk,,,Crossroads Mousepad,Crossroads Mousepad,Office,Desktop
